BLDG_UID,NAME,BLDG_CODE,CONSTR_STATUS,OCCU_DATE,BLDG_USAGE,BLDG_SEC_USAGE,JURISDICTION,NEIGHBOURHOOD,MANAGE_ORG,BLDG_STATE,GREEN_STATUS,CONSTR_TYPE,MAX_FLOORS,BLDG_HEIGHT,GBA,REC_IDS,HAS_SUBBLDGS,GEOM_SOURCE,NOTES,CREATED_USER,CREATED_DATE,LAST_EDITED_USER,LAST_EDITED_DATE,BLDG_FORM,BLDG_CONDITION,ACCESSIBILITY_RATING,BLDG_MAINTENANCE,BLDG_CLASS,PROPERTY_TYPE,LAT,LONG
VBL10179,Telus Hub,TELS,Complete,20170308,Other,,UNA,Wesbrook,Non-UBC,Occupied,,Concrete,1,1.65231,58,678,0,,,,,RACHELW,20220812051902,Outbuildings,,,,B3,LeasedFromUBC,-123.235473,49.255225
VBL10207,Building Operations Storage Shed,BOSS,Complete,19920101,Operations,,UBC,Academic,UBC,Occupied,,Concrete,1,6.37069,496,646,0,,,RACHELW,20210615025018,RACHELW,20220812051907,Outbuildings,Good,,UBC,B3,,-123.254414,49.262185
VBL10054,Rose Garden Parkade,PARR,Complete,19940101,Parking,,UBC,Academic,Parking,Occupied,,Concrete,5,12.95924,23185,528,0,,,,,RACHELW,20220812052003,Parking,Poor,,UBC,B6,,-123.256303,49.269111
VBL10093,Leon and Thea Koerner University Centre,UCEN,Complete,20080829,Academic,,UBC,Academic,UBC,Occupied,,Concrete,3,12.13348,4022,344;344-1;345,1,,,,,TOML,20220603222010,Unspecified,Poor,,UBC,B2,,-123.257217,49.268895
VBL10045,Pulp and Paper Centre,PAPC,Complete,19850101,Research,,UBC,Academic,UBC,Occupied,,Concrete,4,18.82,3317,747,0,,,,,TOML,20220224175718,Unspecified,Critical,,UBC,B2,,-123.247568,49.261416
VBL10154,Walter C. Koerner Library,KLIB,Complete,19720101,Academic,,UBC,Academic,UBC,Occupied,,Concrete,7,29.2789,17777,515;515-1,1,,,GISSTUD1,20180319192303,RACHELW,20221128183519,Unspecified,Poor,,UBC,B2,,-123.255125,49.26665
VBL10047,Hebb Building,HEBB,Complete,19640101,Academic,,UBC,Academic,UBC,Occupied,LEED Gold,Concrete,6,23.93,5957,656,0,,,,,TOML,20220224175718,Unspecified,Poor,,UBC,B2,,-123.251663,49.266129
VBL10051,Rodney Graham Millennium Sculpture Pavilion,RSCU,Complete,20030701,Services,,UBC,Academic,UBC,Occupied,,OtherMixed,1,3.31923,28,180,0,,,,,TOML,20220224175718,Unspecified,Good,,UBC,B2,,-123.2545,49.267524
VBL10257,Carey Centre,CRYC,Complete,20050321,Other,Housing,Non-UBC,Chancellor,Non-UBC,Occupied,,Concrete,6,16.42,4127,807,0,,,GISSTUD2,20190514225613,RACHELW,20220812173148,Unspecified,,,,B3,LeasedFromUBC,-123.248908,49.27152
VBL10044,Frank Forward Building,FORW,Complete,19680101,Academic,,UBC,Academic,UBC,Occupied,,Concrete,6,29.635,7542,562,0,,,,,TOML,20220224175718,Unspecified,Critical,,UBC,B2,,-123.251692,49.26169
VBL10289,Stirling House,STIR,Complete,20080730,Housing,,UNA,Chancellor,Private,Occupied,REAP Bronze,Wood,9,24.3,4788,818,0,,new GBA taken from spreadsheet,,,TOML,20220224175718,Apt5StoreyPlus,,,,B5,,-123.252469,49.270476
VBL10293,Wyndham Hall,WYND,Complete,19971126,Housing,,UNA,Hampton,Private,Occupied,,Wood,6,16.14097,4823,506-2,0,,new GBA taken from spreadsheet,,,TOML,20220224175718,AptLess5Storey,,,,B5,,-123.234172,49.259327
VBL10295,Acadia Park Residence - President's Row,APRP,Complete,19580101,StudentHousing,,UBC,Academic,SHHS,Occupied,,Wood,13,8.2,1784,014-1;014-3;014-2,0,,,GISSTUD2,20190704154828,TOML,20220224175718,Duplex/Townhouse,,,UBC,B5,,-123.238984,49.265326
VBL10027,TRIUMF - Compressor Building,TRF05,Complete,20030101,Research,,Non-UBC,Academic,Non-UBC,Occupied,,Concrete,2,9.19516,511,842,0,,,GISSTUD2,20190514181238,TOML,20220224175718,Unspecified,,,,B3,LeasedFromUBC,-123.229909,49.246664
VBL10031,TRIUMF - ISAC 1,TRF09,Complete,19980101,Research,,Non-UBC,Academic,Non-UBC,Occupied,,Concrete,5,13.84,14681,847,0,,,GISSTUD2,20190514181701,TOML,20220224175718,Unspecified,,,,B3,LeasedFromUBC,-123.229483,49.247869
VBL10032,TRIUMF - ISAC 2,TRF10,Complete,20030101,Research,,Non-UBC,Academic,Non-UBC,Occupied,,Concrete,5,12.59,5958,847-1,0,,,GISSTUD2,20190514181825,TOML,20220224175718,Unspecified,,,,B3,LeasedFromUBC,-123.2294,49.248293
VBL10132,"TRIUMF - Offices, Laboratory & Workshops",TRF14,Complete,20030101,Research,,Non-UBC,Academic,Non-UBC,Occupied,,Steel,2,11.52291,3264,854,0,,,GISSTUD2,20190514182356,TOML,20220224175718,Unspecified,,,,B3,LeasedFromUBC,-123.230598,49.247655
VBL10186,Ambulance Station,AMBS,Complete,19910101,Services,,Non-UBC,Academic,Non-UBC,Occupied,,Wood,1,6.44,211,539,0,,,,,TOML,20220224175718,Unspecified,,,,B2,LeasedFromUBC,-123.243597,49.263243
VBL10191,Magnolia House,MAGN,Complete,20120101,Housing,,UNA,Wesbrook,UBCPT,Occupied,REAP Gold,Wood,5,16.46,7617,713,0,,new GBA taken from spreadsheet,,,TOML,20220224175718,AptLess5Storey,,,,B5,,-123.233539,49.251541
VBL10320,TRIUMF House,TRFH,Complete,20040310,Housing,,Non-UBC,EastCampus,Non-UBC,Occupied,,Wood,5,17.27586,1564,534,0,,,,,TOML,20220224175718,AptLess5Storey,,,,B1,LeasedFromUBC,-123.241171,49.262025
VBL10242,University Hill Secondary School,UHIL,Complete,19950101,Other,Services,Non-UBC,Wesbrook,VSB,Occupied,,Steel,3,14.52,11835,590;590-1,0,,,,,TOML,20220224175718,Unspecified,,,,B2,LeasedFromUBC,-123.238731,49.254268
VBL10046,Public Safety Building - RCMP + Fire,PSAB,Complete,19820101,Services,,Non-UBC,Academic,Non-UBC,Occupied,,Concrete,3,9.83423,2935,852,0,,,,,TOML,20220224175718,Unspecified,,,,B2,LeasedFromUBC,-123.238113,49.258943
VBL10340,Ultima,ULTM,Complete,20110516,Housing,,UNA,Wesbrook,Private,Occupied,REAP Gold,Wood,5,18.71,5109,706,0,,new GBA taken from spreadsheet,,,TOML,20220224175718,AptLess5Storey,,,,B5,,-123.234399,49.25274
VBL10057,TRIUMF - Trailer RR,TRF26,Complete,20030101,Research,,Non-UBC,Academic,Non-UBC,Occupied,,OtherMixed,1,3.71373,94,850-1,0,,,GISSTUD2,20190514184356,TOML,20220224175718,Outbuildings,,,,B3,LeasedFromUBC,-123.230834,49.247137
VBL10063,TRIUMF - Trailer GG,TRF20,Complete,20030101,Research,,Non-UBC,Academic,Non-UBC,Occupied,,OtherMixed,1,4.36,777,850-1,0,,,GISSTUD2,20190514183815,TOML,20220224175718,Outbuildings,,,,B3,LeasedFromUBC,-123.229348,49.246197
VBL10422,Evolve,EVLV,UnderConstruction,,Housing,,UNA,Wesbrook,UBCPT,Unoccupied,,Wood,6,23.76297,9575,703,0,,,GISSTUD1,20190926205639,TOML,20220224175718,Apt5StoreyPlus,,,,B5,,-123.233231,49.252338
VBL10147,Somerset,SOMS,Complete,20050826,Housing,,UNA,Hawthorn,Private,Occupied,,Wood,3,13.65342,7266,622;622-1;622-2;622-3;622-4;622-5;622-6;622-7;622-8;622-9,0,,new GBA taken from spreadsheet,,,TOML,20220224175718,Duplex/Townhouse,,,,B5,,-123.24813,49.256504
VBL10148,Reflections,REFL,Complete,20050628,Housing,,UNA,Hawthorn,Private,Occupied,,Wood,5,18.53,8448,623,0,,new GBA taken from spreadsheet,,,TOML,20220224175718,AptLess5Storey,,,,B5,,-123.246886,49.258252
VBL10149,Promontory,PROM,Complete,20050408,Housing,,UNA,Hawthorn,Private,Occupied,,Concrete,20,55.76,14935,626,0,,new GBA taken from spreadsheet,,,TOML,20220224175718,Apt5StoreyPlus,,,,B5,,-123.247569,49.25595
VBL10158,Nine on the Park,NINE,Complete,20071119,Housing,,UNA,Hawthorn,Private,Occupied,,Wood,4,13.73202,2027,628,0,,new GBA taken from spreadsheet,,,TOML,20220224175718,Duplex/Townhouse,,,,B5,,-123.247034,49.259327
VBL10159,Tamarack House,TAMK,Complete,20061201,Housing,,UNA,Hawthorn,UBCPT,Occupied,,Wood,5,14.76156,7659,629,0,,new GBA taken from spreadsheet,,,TOML,20220224175718,AptLess5Storey,,,,B5,,-123.246328,49.259596
VBL10096,Dahlia House,DAHL,Complete,20120101,Housing,,UNA,Wesbrook,UBCPT,Occupied,REAP Gold,Wood,5,13.47062,5430,713-1,0,,new GBA taken from spreadsheet,,,TOML,20220224175718,AptLess5Storey,,,,B5,,-123.233927,49.252149
VBL10106,Sandringham,SAND,Complete,19940919,Housing,,UNA,Hampton,Private,Occupied,,Wood,3,11.3413,10588,500;500-1;500-2;500-3;500-4;500-5;500-6;500-7;500-8;500-9;500-10;500-11;500-12;500-13,0,,new GBA taken from spreadsheet,,,TOML,20220224175718,Duplex/Townhouse,,,,B5,,-123.233544,49.257847
VBL10041,Sumac House,SUMA,Complete,20020101,Housing,,UNA,Hawthorn,UBCPT,Occupied,,Wood,5,17.96,4329,154,0,,new GBA taken from spreadsheet,,,TOML,20220224175718,AptLess5Storey,,,,B5,,-123.250057,49.258279
VBL10133,Azalea House,AZAL,Complete,20010101,Housing,,UNA,Hawthorn,UBCPT,Occupied,,Wood,3,11.73,1313,152,0,,new GBA taken from spreadsheet,,,TOML,20220224175718,Duplex/Townhouse,,,,B5,,-123.249486,49.257895
VBL10143,Clement's Green,CLEM,Complete,20061127,Housing,,UNA,Hawthorn,Private,Occupied,REAP Silver,Wood,5,19.55,6907,621,0,,new GBA taken from spreadsheet,,,TOML,20220224175718,AptLess5Storey,,,,B5,,-123.245831,49.25822
VBL10434,Green College - Kitchen/Laundry,GRN2,Complete,19940101,StudentHousing,,UBC,Academic,SHHS,Occupied,,Wood,3,20.94718,794,414,0,,,RACHELW,20200623201237,TOML,20220224175718,AptLess5Storey,,,UBC,B5,,-123.255578,49.270989
VBL10347,Cascara House,CSCA,Complete,20010101,Housing,,UNA,Hawthorn,UBCPT,Occupied,,Wood,5,16.07,5484,153,0,,new GBA taken from spreadsheet,,,TOML,20220224175718,AptLess5Storey,,,,B5,,-123.249667,49.258468
VBL10203,Materials Recovery Facility,MARF,Complete,20170308,Operations,,UBC,Academic,UBC,Occupied,,Wood,1,2.12317,14,766,0,,,,,TOML,20220224175718,Outbuildings,,,UBC,B3,,-123.228539,49.245784
VBL10157,Old Barn Community Centre,OBCC,Complete,20070626,Other,Services,UNA,Hawthorn,UNA,Occupied,,Wood,2,12.3,3234,627,0,,,,,TOML,20220224175718,Unspecified,,,,B2,,-123.248269,49.258911
VBL10346,Technology Enterprise Facility 3,TEF3,Complete,20030101,Administrative,Research,Non-UBC,Academic,UBCPT,Occupied,LEED Silver,Concrete,8,30.69,14623,606,0,,,,,TOML,20220224175718,Unspecified,,,,B2,LeasedFromUBC,-123.246299,49.261156
VBL10388,UBC Hospital - Purdy Pavilion,PPAV,Complete,19770101,Services,Research,Non-UBC,Academic,VCH,Occupied,,Concrete,6,27.51,16266,462,0,,,,,TOML,20220224175718,Unspecified,,,Shared,B2,LeasedFromUBC,-123.245959,49.26326
VBL10279,St. Mark's Duplexes,STMD,Complete,20081110,Housing,,UNA,Chancellor,Private,Occupied,,Wood,4,13.21,1727,827-5;827-6;827-7;827-8,0,,new GBA taken from spreadsheet,,,TOML,20220224175718,Duplex/Townhouse,,,,B5,,-123.249405,49.272739
VBL10403,MBA House,MBAH,Complete,20090713,StudentHousing,Commercial,UBC,Wesbrook,SHHS,Occupied,REAP Silver,Wood,4,16.99208,3575,694,0,,new GBA taken from spreadsheet,,,TOML,20220224175718,AptLess5Storey,,,UBC,B5,,-123.235169,49.253876
VBL10437,Acadia Park Residence - Fairview Place,APR3,Complete,19890101,StudentHousing,,UBC,Academic,SHHS,Occupied,,Wood,3,11.23,1222,010-06,0,,GBA from OSIS,RACHELW,20200716183842,TOML,20220224175718,Duplex/Townhouse,,,UBC,B5,,-123.236838,49.263269
VBL10090,UBC Tennis Centre,TENN,Complete,20110706,Athletics,,UBC,Academic,Athletics,Occupied,,Steel,2,14.32812,10661,432;433,1,,,,,RORYB,20220728172331,Unspecified,Good,,UBC,B1,,-123.243836,49.259487
VBL10438,Acadia Park Residence - Yalta Place,APR6,Complete,19880101,StudentHousing,,UBC,Academic,SHHS,Occupied,,Wood,3,10.72,1516,009-05;009-06;009-07;009-09;009-10;009-12;009-13,0,,GBA from OSIS,RACHELW,20200716183842,TOML,20220224175718,Duplex/Townhouse,,,UBC,B5,,-123.238234,49.26414
VBL10440,Acadia Park Residence - Pearkes Lane,APR4,Complete,19880101,StudentHousing,,UBC,Academic,SHHS,Occupied,,Wood,3,10.98,1451,009-11;009-18;009-19,0,,GBA from OSIS,RACHELW,20200716183842,TOML,20220224175718,Duplex/Townhouse,,,UBC,B5,,-123.239427,49.264274
VBL10043,Gerald McGavin Building,GMCG,Complete,19950101,Administrative,,Non-UBC,Academic,UBCPT,Occupied,,Concrete,3,17.78674,3231,569,0,,,,,TOML,20220224175718,Unspecified,,,,B2,LeasedFromUBC,-123.246762,49.261791
VBL10160,Legacy,LGCY,Complete,20061023,Housing,,UNA,Hawthorn,Private,Occupied,REAP Silver,Wood,6,16.4,7718,630,0,,new GBA taken from spreadsheet,,,TOML,20220224175718,AptLess5Storey,,,,B5,,-123.248008,49.257463
VBL10175,The Balmoral,BALM,Complete,19970708,Housing,,UNA,Hampton,Private,Occupied,,Concrete,21,50.6915,10636,508,0,,new GBA taken from spreadsheet,,,TOML,20220224175718,Apt5StoreyPlus,,,,B5,,-123.232724,49.258489
VBL10393,Walter H. Gage Residence - East Tower,WGR4,Complete,19720101,StudentHousing,,UBC,Academic,SHHS,Occupied,LEED Gold,Concrete,18,51.97,9773,872-1,0,,,GISSTUD2,20190514202902,TOML,20220224175718,Apt5StoreyPlus,,,UBC,B5,,-123.249158,49.269645
VBL10394,Walter H. Gage Residence - North Tower,WGR5,Complete,19720101,StudentHousing,,UBC,Academic,SHHS,Occupied,LEED Gold,Concrete,18,53.59,9772,869-3,0,,,GISSTUD2,20190514202933,TOML,20220224175718,Apt5StoreyPlus,,,UBC,B5,,-123.250029,49.269841
VBL10395,Walter H. Gage Residence - South Tower,WGR6,Complete,19720101,StudentHousing,,UBC,Academic,SHHS,Occupied,LEED Gold,Concrete,18,54.07,9772,869-2,0,,,GISSTUD2,20190514203053,TOML,20220224175718,Apt5StoreyPlus,,,UBC,B5,,-123.24972,49.2692
VBL10034,TRIUMF - Nina Storage Shelter,TRF13,Complete,20030101,Research,,Non-UBC,Academic,Non-UBC,Occupied,,OtherMixed,1,4.60711,248,843-5,0,,,GISSTUD2,20190514182318,TOML,20220224175718,Outbuildings,,,,B3,LeasedFromUBC,-123.230435,49.246
VBL10061,TRIUMF - Machine Shop Materials,TRF12,Complete,20030101,Research,,Non-UBC,Academic,Non-UBC,Occupied,,OtherMixed,1,4.40867,105,850-4,0,,,GISSTUD2,20190514182230,TOML,20220224175718,Outbuildings,,,,B3,LeasedFromUBC,-123.22983,49.246383
VBL10033,TRIUMF - Liquid Helium Storage,TRF11,Complete,20030101,Research,,Non-UBC,Academic,Non-UBC,Occupied,,OtherMixed,1,5.48833,554,843-1,0,,,GISSTUD2,20190514182017,TOML,20220224175718,Unspecified,,,,B3,LeasedFromUBC,-123.230786,49.246923
VBL10030,TRIUMF - Hazardous Storage,TRF08,Complete,20050715,Research,,Non-UBC,Academic,Non-UBC,Occupied,,OtherMixed,1,3.05,77,842-1,0,,,GISSTUD2,20190514181531,TOML,20220224175718,Outbuildings,,,,B3,LeasedFromUBC,-123.229328,49.246732
VBL10022,TRIUMF - Accelerator,TRF02,Complete,20030101,Research,,Non-UBC,Academic,Non-UBC,Occupied,,Concrete,6,16.55,27015,853,0,,,GISSTUD2,20190514181017,TOML,20220224175718,Unspecified,,,,B3,LeasedFromUBC,-123.229286,49.247272
VBL10001,Earth and Ocean Sciences,EOS,Complete,19710101,Academic,,UBC,Academic,UBC,Occupied,,Concrete,4,22.63,10727,402;403,1,,,,,TOML,20220224175718,Unspecified,Critical,,UBC,B2,,-123.25249,49.26251
VBL10003,UBC Botanical Garden - Garden Pavilion,BOT4,Complete,19810101,Services,,UBC,Academic,UBC,Occupied,,Wood,2,6.36994,337,091,0,,,GISSTUD2,20190513201149,TOML,20220224175718,Outbuildings,Poor,,UBC,B1,,-123.247123,49.253259
VBL10004,UBC Botanical Garden - Scholar's Retreat,BOT5,Complete,19860101,Services,,UBC,Academic,UBC,Occupied,,Wood,1,4.71677,110,076,0,,,GISSTUD2,20190513201810,TOML,20220224175718,Outbuildings,Good,,UBC,B3,,-123.24692,49.254985
VBL10005,UBC Botanical Garden - Workshop (Trailer),BOT6,Complete,19800101,Operations,,UBC,Academic,UBC,Occupied,,OtherMixed,1,4.2513,512,094,0,,,GISSTUD2,20190513202130,TOML,20220224175718,Outbuildings,Poor,,UBC,B3,,-123.24764,49.254769
VBL10006,UBC Botanical Garden - Admin/Campbell Building,BOT2,Complete,19900101,Services,Research,UBC,Academic,UBC,Occupied,,Wood,2,8.40877,586,098,0,,,GISSTUD2,20190513200749,TOML,20220224175718,Unspecified,Poor,,UBC,B1,,-123.251116,49.253896
VBL10008,UBC Botanical Garden - Reception Centre,BOT3,Complete,19900101,Services,,UBC,Academic,UBC,Occupied,,Wood,1,7.28972,294,099,0,,,GISSTUD2,20190513201642,TOML,20220224175718,Unspecified,Critical,,UBC,B1,,-123.251275,49.254155
VBL10012,UBC Farm - Greenhouse 2,FRM5,Complete,19820101,Operations,,UBC,Academic,UBC,Occupied,,OtherMixed,1,3.25706,143,071-2,0,,,GISSTUD2,20190514191008,TOML,20220224175718,Outbuildings,Critical,,UBC,B3,,-123.239002,49.251043
VBL10014,UBC Farm - Farm Centre,FRM1,Complete,19800101,Academic,,UBC,Academic,UBC,Occupied,,Wood,1,5.29,194,389,0,,,GISSTUD2,20190514190813,TOML,20220224175718,Unspecified,Poor,,UBC,B1,,-123.240127,49.251583
VBL10015,UBC Farm - Children's Greenhouse,FRM3,Complete,19900101,Operations,,UBC,Academic,UBC,Occupied,,OtherMixed,1,2.62205,118,387,0,,,GISSTUD2,20190514191058,TOML,20220224175718,Outbuildings,Critical,,UBC,B3,,-123.239793,49.251477
VBL10019,Environmental Services Facility - Waste Processing & Storage,ENV7,Complete,19860101,Operations,,UBC,Academic,UBC,Occupied,,Concrete,1,5.29159,199,142,0,,,GISSTUD2,20190513231047,TOML,20220224175718,Outbuildings,Critical,,UBC,B3,,-123.22872,49.243446
VBL10042,Frederic Lasserre Building,LASR,Complete,19620101,Academic,,UBC,Academic,UBC,Occupied,,Concrete,5,17.88196,4572,028,0,,,,,TOML,20220224175718,Unspecified,Critical,,UBC,B2,,-123.255979,49.267591
VBL10404,Fraternity Village,FRAT,Complete,20040101,StudentHousing,,UBC,Academic,Non-UBC,Occupied,,Wood,5,14.09,6503,921;922;924;925;926;927;928,1,,,,,TOML,20220224175718,AptLess5Storey,,,,B5,LeasedFromUBC,-123.238849,49.259653
VBL10164,Granite Terrace,GRT1,Complete,20090902,Housing,Commercial,UNA,Wesbrook,UBCPT,Occupied,REAP Gold,Wood,5,22.4931,10487,687,1,,new GBA taken from spreadsheet,GISSTUD2,20190717210931,TOML,20220224175718,Unspecified,,,,B5,,-123.236997,49.254831
VBL10303,Corus,CORS,Complete,20071129,Housing,,UNA,Chancellor,Private,Occupied,,Concrete,17,49.58889,14800,839,0,,new GBA taken from spreadsheet,,,TOML,20220224175718,Apt5StoreyPlus,,,,B5,,-123.249347,49.270653
VBL10305,Westpoint,WSPT,Complete,20081017,Housing,,UNA,Chancellor,Private,Occupied,,Concrete,7,26.60316,5145,841,0,,new GBA taken from spreadsheet,,,TOML,20220224175718,Apt5StoreyPlus,,,,B5,,-123.250471,49.270242
VBL10313,Panhellenic House,PANH,Complete,20040827,StudentHousing,,UBC,Academic,Non-UBC,Occupied,,Wood,5,17.13462,3149,918,0,,,,,TOML,20220224175718,AptLess5Storey,,,,B5,LeasedFromUBC,-123.239567,49.260104
VBL10018,Larkspur House,LARK,Complete,20091030,Housing,,UNA,Wesbrook,UBCPT,Occupied,REAP Silver,Wood,5,12.51855,5127,586,0,,new GBA taken from spreadsheet,,,TOML,20220224175718,AptLess5Storey,,,,B5,,-123.234055,49.25356
VBL10011,Vista Point,VIST,Complete,20131028,Housing,,UNA,EastCampus,UBCPT,Occupied,REAP Gold,OtherMixed,18,42.1556,8160,555,0,,new GBA taken from spreadsheet,,,TOML,20220224175718,Apt5StoreyPlus,,,,B5,,-123.240272,49.261694
VBL10040,Keenleyside,KEEN,Complete,20080415,Housing,,UNA,Wesbrook,Private,Occupied,REAP Bronze,Wood,5,18.3835,8119,587,0,,new GBA taken from spreadsheet,,,TOML,20220224175718,AptLess5Storey,,,,B5,,-123.233169,49.253967
VBL10025,TRIUMF - ARIEL,TRF01,Complete,20150801,Research,,Non-UBC,Academic,Non-UBC,Occupied,LEED Gold,Concrete,5,14.21,3638,845,0,,,GISSTUD2,20190514180900,TOML,20220224175718,Unspecified,,,,B3,LeasedFromUBC,-123.229976,49.247701
VBL10026,TRIUMF - Badge Room,TRF04,Complete,20030101,Research,,Non-UBC,Academic,Non-UBC,Occupied,,OtherMixed,1,3.4515,26,854-2,0,,,GISSTUD2,20190514181157,TOML,20220224175718,Unspecified,,,,B3,LeasedFromUBC,-123.230295,49.247498
VBL10280,Esse,ESSE,Complete,20050811,Housing,,UNA,Chancellor,Private,Occupied,,Wood,4,13.12852,2534,808,0,,new GBA taken from spreadsheet,,,TOML,20220224175718,Duplex/Townhouse,,,,B5,,-123.24831,49.271197
VBL10286,The Bristol,BRIS,Complete,19951109,Housing,,UNA,Hampton,Private,Occupied,,Wood,5,18.40179,12635,505,0,,new GBA taken from spreadsheet,,,TOML,20220224175718,AptLess5Storey,,,,B5,,-123.235006,49.258841
VBL10287,The Regency,REGE,Complete,19991224,Housing,,UNA,Hampton,Private,Occupied,,Concrete,20,51.53,11905,507,0,,new GBA taken from spreadsheet,,,TOML,20220224175718,Apt5StoreyPlus,,,,B5,,-123.232862,49.259107
VBL10288,Argyll House East,ARGE,Complete,20060929,Housing,,UNA,Chancellor,Private,Occupied,,Concrete,8,23.18321,6878,810,0,,new GBA taken from spreadsheet,,,TOML,20220224175718,Apt5StoreyPlus,,,,B5,,-123.249551,49.271406
VBL10381,tə šxʷhəleləm̓s tə k̓ʷaƛ̓kʷəʔaʔɬ (Saltwater) - q̓əlɬaləməcən leləm̓ (Orca),QLCN,Complete,20210804,StudentHousing,,UBC,Academic,SHHS,Occupied,,Wood,8,29.9,6963,888,0,,,GISSTUD2,20190524190429,RACHELW,20230110181232,Apt5StoreyPlus,,,,B5,,-123.249653,49.268822
