BLDG_UID,NAME,BLDG_CODE,CONSTR_STATUS,OCCU_DATE,BLDG_USAGE,BLDG_SEC_USAGE,JURISDICTION,NEIGHBOURHOOD,MANAGE_ORG,BLDG_STATE,GREEN_STATUS,CONSTR_TYPE,MAX_FLOORS,BLDG_HEIGHT,GBA,REC_IDS,HAS_SUBBLDGS,GEOM_SOURCE,NOTES,CREATED_USER,CREATED_DATE,LAST_EDITED_USER,LAST_EDITED_DATE,BLDG_FORM,BLDG_CONDITION,ACCESSIBILITY_RATING,BLDG_MAINTENANCE,BLDG_CLASS,PROPERTY_TYPE,LAT,LONG
VBL10065,UBC Bookstore,BOOK,Complete,20140328,Services,,UBC,Academic,UBC,Occupied,,Concrete,2,20.98,7400,081;081-2,1,,,,,TONYZ,20220812043723,Unspecified,Poor,,UBC,B1,,-123.250592,49.264988
VBL10424,Brock Commons South,BRCS,UnderConstruction,,Commons,,UBC,Academic,SHHS,Unoccupied,,Concrete,13,42,18884,115,0,,,GISSTUD1,20190926224423,RACHELW,20230110180658,Apt5StoreyPlus,,,UBC,B5,,-123.252378,49.269067
VBL10447,Third Space,THSP,UnderConstruction,,Services,,UBC,Academic,UBC,Unoccupied,,Wood,1,7.85,247,653,0,,,RACHELW,20220722011038,RACHELW,20230110180757,Unspecified,,,,B5,,-123.253241,49.263008
VBL10435,Green College - D Commons,GRN8,Complete,19300101,Services,Other,UBC,Academic,SHHS,Occupied,,Wood,3,7.29387,1473,412,0,,,GISSTUD2,20190606173848,RACHELW,20230110180820,Unspecified,,,UBC,B5,,-123.256687,49.271298
VBL10189,Green College - D Graham House,GRN7,Complete,19300101,Services,Other,UBC,Academic,SHHS,Occupied,,Wood,3,13.59921,1473,412,0,,,RACHELW,20200623201249,RACHELW,20230110180834,Unspecified,,,UBC,B5,,-123.256266,49.27128
VBL10351,Library PARC@UBC,PARC,Complete,20150828,Academic,,UBC,Academic,UBC,Occupied,LEED Gold,OtherMixed,2,12.17,2086,769,0,,,,,RACHELW,20230110181232,Unspecified,Good,,UBC,B2,,-123.229708,49.245082
VBL10370,Exchange Residence,EXCH,Complete,20190412,StudentHousing,,UBC,Academic,SHHS,Occupied,LEED Gold,Concrete,14,50.53,26291,773,0,,Lot 10,GISSTUD2,20190524185641,RACHELW,20230110181338,Apt5StoreyPlus,,,UBC,B5,,-123.247692,49.268567
VBL10373,Child Care Services - Barish,MCC2,Complete,20191129,Services,,UBC,Academic,SHHS,Occupied,,OtherMixed,1,4.29,312,209,0,,,GISSTUD2,20190524184520,RACHELW,20230110181339,Unspecified,,,UBC,B2,,-123.23552,49.260465
VBL10355,University Boulevard Lot,ULOT,Complete,20190107,Parking,Parking,UBC,Academic,Parking,Occupied,,Concrete,1,3.83731,6039,798,0,,,GISSTUD2,20190524190134,RACHELW,20230110181339,Parking,,,UBC,B6,,-123.248944,49.26672
VBL10156,St. John Hospice,STJN,Complete,20130723,Services,Research,Non-UBC,Academic,Non-UBC,Occupied,REAP Silver,Wood,2,9.95282,1243,635,0,,,,,RACHELW,20230110181336,Unspecified,,,,B3,LeasedFromUBC,-123.247358,49.25551
VBL10375,Child Care Services - Willow,MCC3,Complete,20191129,Services,,UBC,Academic,SHHS,Occupied,,OtherMixed,1,4.29,312,208,0,,,GISSTUD2,20190524184642,RACHELW,20230110181347,Unspecified,,,UBC,B2,,-123.235327,49.260828
VBL10010,Greenwood Commons,GRWC,Complete,20070730,Housing,,UNA,EastCampus,UBCPT,Occupied,REAP Bronze,Wood,4,16.21312,5942,554-1-7;554-2;554-3;554-4;554-5;554-6;554-7,0,,,,,RACHELW,20230110181414,Duplex/Townhouse,,,,B5,,-123.240072,49.260948
VBL10166,Wesbrook Professional Centre,WPRO,Complete,20120830,Commercial,,UNA,Wesbrook,UBCPT,Occupied,,Wood,4,16.89333,1910,690,1,,,,,RACHELW,20230110181425,Unspecified,,,,B5,,-123.236356,49.254484
VBL10255,Oakwood Residences,OAKR,Complete,20200813,Housing,,UNA,Wesbrook,UBCPT,Unoccupied,,Wood,3,13.06,2977,719,0,,,GISSTUD2,20190515162139,RACHELW,20230110181429,Duplex/Townhouse,,,,B5,,-123.238524,49.251654
VBL10247,Georgia Point,GEOP,Complete,20200813,Housing,,UNA,Wesbrook,UBCPT,Occupied,,Concrete,14,45.18,11958,719,0,,,GISSTUD2,20190515163846,RACHELW,20230110181431,Apt5StoreyPlus,,,,B5,,-123.239208,49.251948
VBL10254,The Chatham,CHAT,Complete,19950427,Housing,,UNA,Hampton,Private,Occupied,,Concrete,20,54.8,11069,504,0,,new GBA taken from spreadsheet,,,TOML,20220224175718,Apt5StoreyPlus,,,,B5,,-123.236175,49.258692
VBL10230,Nitobe Memorial Garden,NITO,Complete,19590101,Services,,UBC,Academic,UBC,Occupied,,Wood,1,27.3399,81,476,0,,,,,RACHELW,20221213021814,Outbuildings,Poor,,UBC,B1,,-123.25919,49.266169
VBL10326,Place Vanier Residence - Margaret Mackenzie House,VNR07,Complete,19600101,StudentHousing,,UBC,Academic,SHHS,Occupied,,Concrete,5,13.63,2114,896-2,0,,,GISSTUD2,20190514205837,RACHELW,20221213023431,AptLess5Storey,Poor,,UBC,B5,,-123.259143,49.265692
VBL10368,Place Vanier Residence - Phyllis Ross House,VNR09,Complete,19600101,StudentHousing,,UBC,Academic,SHHS,Occupied,,Concrete,5,13.64,2142,896-3,0,,,GISSTUD2,20190514205951,RACHELW,20221213030938,AptLess5Storey,Poor,,UBC,B5,,-123.259614,49.265329
VBL10325,Place Vanier Residence - Aldyen Hamber House,VNR01,Complete,19600101,StudentHousing,,UBC,Academic,SHHS,Occupied,,Concrete,5,13.46,2114,896-4,0,,,GISSTUD2,20190514205404,RACHELW,20221213031738,AptLess5Storey,Poor,,UBC,B5,,-123.258795,49.265266
VBL10267,Place Vanier Residence - Dorothy Mawdsley House,VNR04,Complete,19600101,StudentHousing,,UBC,Academic,SHHS,Occupied,,Concrete,5,12.0558,2142,896-1,0,,,GISSTUD2,20190514205640,RACHELW,20221213033137,AptLess5Storey,Poor,,UBC,B5,,-123.259505,49.264868
VBL10269,Place Vanier Residence - Korea House,VNR06,Complete,20030101,StudentHousing,,UBC,Academic,SHHS,Occupied,,Concrete,7,17.24459,4830,898,0,,,GISSTUD2,20190514205749,RACHELW,20221213041200,Apt5StoreyPlus,Fair,,UBC,B5,,-123.26001,49.264613
VBL10367,Place Vanier Residence - Tec De Monterrey House,VNR12,Complete,20030101,StudentHousing,,UBC,Academic,SHHS,Occupied,,Concrete,7,17.12,4496,902,0,,,GISSTUD2,20190514210155,RACHELW,20221213041813,Apt5StoreyPlus,Good,,UBC,B5,,-123.259538,49.264041
VBL10360,Place Vanier Residence - Cariboo House,VNR02,Complete,19680101,StudentHousing,,UBC,Academic,SHHS,Occupied,,Concrete,5,12.2,2172,545-1,0,,,GISSTUD2,20190514205453,RACHELW,20221213042255,AptLess5Storey,Poor,,UBC,B5,,-123.258968,49.263743
VBL10268,Place Vanier Residence - Kootenay House,VNR05,Complete,19610101,StudentHousing,,UBC,Academic,SHHS,Occupied,,Concrete,5,13.53,2122,548,0,,,GISSTUD2,20190514205714,RACHELW,20221213042700,AptLess5Storey,Poor,,UBC,B5,,-123.257632,49.263879
VBL10358,Place Vanier Residence - Robson House,VNR10,Complete,19590101,StudentHousing,,UBC,Academic,SHHS,Occupied,,Concrete,5,13.43,2115,556,0,,,GISSTUD2,20190514210028,RACHELW,20221213043452,AptLess5Storey,Poor,,UBC,B5,,-123.258426,49.263907
VBL10339,Campus Energy Centre,CEC,Complete,20160101,Operations,,UBC,Academic,UBC,Occupied,LEED Gold,Concrete,2,17.66,2000,521,0,,,,,RACHELW,20230110181236,Unspecified,Good,,UBC,B2,,-123.245083,49.261648
VBL10236,Building 3800 Wesbrook Mall,3800,Complete,19850101,Research,,Non-UBC,Academic,Non-UBC,Occupied,,Concrete,5,20.68545,7433,612,0,,,,,TOML,20221104214326,Unspecified,,,,B3,LeasedFromUBC,-123.230294,49.250196
VBL10383,tə šxʷhəleləm̓s tə k̓ʷaƛ̓kʷəʔaʔɬ (Saltwater) - sɬewət̕ leləm̓ (Herring),SLWT,Complete,20220414,StudentHousing,,UBC,Academic,SHHS,Occupied,,Wood,7,24.375,6020,890,0,,,GISSTUD2,20190524190715,RACHELW,20230110181229,Apt5StoreyPlus,,,,B5,,-123.247923,49.269589
VBL10384,tə šxʷhəleləm̓s tə k̓ʷaƛ̓kʷəʔaʔɬ (Saltwater) - təməs leləm̓ (Sea Otter),TMES,Complete,20220414,StudentHousing,,UBC,Academic,SHHS,Occupied,,Wood,7,24.88,5420,891,0,,,GISSTUD2,20190617170544,RACHELW,20230110181230,Apt5StoreyPlus,,,,B5,,-123.248031,49.270168
VBL10023,TRIUMF - Accelerator Trailer,TRF03,Complete,20030101,Research,,Non-UBC,Academic,Non-UBC,Occupied,,OtherMixed,1,2.32431,30,853-3,0,,,GISSTUD2,20190514181117,RACHELW,20220802171621,Outbuildings,,,,B3,LeasedFromUBC,-123.230129,49.246851
VBL10028,TRIUMF - Equipment Marque,TRF06,Complete,20030101,Research,,Non-UBC,Academic,Non-UBC,Occupied,,OtherMixed,1,3.96656,84,843-7,0,,,GISSTUD2,20190514181341,RACHELW,20220802171623,Outbuildings,,,,B3,LeasedFromUBC,-123.230714,49.246738
VBL10053,TRIUMF - Trailer PP,TRF24,Complete,20030101,Research,,Non-UBC,Academic,Non-UBC,Occupied,,OtherMixed,1,2.38575,30,850-2,0,,,GISSTUD2,20190514184225,RACHELW,20220802171624,Outbuildings,,,,B3,LeasedFromUBC,-123.229145,49.246359
VBL10425,TRIUMF - Institute of Advanced Medical Isotopes (IAMI),TRF29,UnderConstruction,,Research,,Non-UBC,Academic,Non-UBC,Unoccupied,,Concrete,4,19.48,3400,887,0,,,GISSTUD1,20190925232729,RACHELW,20220802171626,Unspecified,,,,B3,LeasedFromUBC,-123.228275,49.246796
VBL10150,University Services Building,USB,Complete,19920101,Operations,Academic,UBC,Academic,UBC,Occupied,,OtherMixed,2,9.26808,11598,641,1,,,,,RACHELW,20220802171920,Unspecified,Critical,,UBC,B2,,-123.253785,49.2613
VBL10426,Arts Student Centre,ARTC,Complete,20211022,Services,,UBC,Academic,UBC,Occupied,LEED Gold,Wood,3,14.24737,1025,123,0,,,GISSTUD1,20191010232244,RACHELW,20220802171959,Unspecified,,,UBC,B3,,-123.253078,49.269288
VBL10431,UBC Botanical Garden - Alpine Garden Greenhouse,BOT8,Complete,19740101,Services,,UBC,Academic,UBC,Occupied,,Wood,1,0.47559,33,082,0,,,RACHELW,20200618222451,RACHELW,20220802172108,Outbuildings,Critical,,UBC,B3,,-123.245842,49.253645
VBL10007,UBC Botanical Garden - Ting Lookout,BOT7,Complete,19900101,Services,,UBC,Academic,UBC,Occupied,,Wood,1,7.69714,25,100,0,,,GISSTUD2,20190513201345,RACHELW,20220802172109,Outbuildings,Good,,UBC,B3,,-123.251644,49.254077
VBL10234,North Parkade,PARN,Complete,19880101,Parking,,UBC,Academic,Parking,Occupied,,Concrete,9,12.97293,27294,792,0,,,,,RACHELW,20221127065703,Parking,Poor,,UBC,B4,,-123.250918,49.269031
VBL10328,Chemistry,CHEM,Complete,19250101,Academic,,UBC,Academic,UBC,Occupied,,Concrete,5,24.85,26438,140;136;148;144;132,1,,,,,RACHELW,20221025182547,Unspecified,Poor,,UBC,B2,,-123.252665,49.265817
VBL10396,Walter H. Gage Residence - West Coast Suites (Gage Court),WGR3,Complete,19720101,StudentHousing,,UBC,Academic,SHHS,Occupied,LEED Gold,Concrete,4,11.80222,3597,872-2,0,,,GISSTUD2,20190514202820,TONYZ,20221007201340,AptLess5Storey,Poor,,UBC,B1,,-123.248586,49.269593
VBL10386,First Nations Longhouse,FNLH,Complete,19930101,Academic,,UBC,Academic,UBC,Occupied,,Wood,1,11.63,2157,337,1,,,,,RACHELW,20221205190501,Unspecified,Poor,,UBC,B2,,-123.257185,49.265561
VBL10252,The Leonard S. Klinck Building,LSK,Complete,19470101,Academic,,UBC,Academic,UBC,Occupied,,Concrete,5,21.8736,10194,308;308-1,0,,,,,RACHELW,20221205190607,Unspecified,,,UBC,B2,,-123.255334,49.265432
VBL10035,TRIUMF - Plant Storage,TRF15,Complete,20030101,Research,,Non-UBC,Academic,Non-UBC,Occupied,,OtherMixed,1,5.9,198,850-3,0,,,GISSTUD2,20190514182716,TOML,20220224175718,Outbuildings,,,,B3,LeasedFromUBC,-123.22963,49.246011
VBL10433,Plant Science Field Station,PLS1,Complete,19910101,Academic,,UBC,Academic,UBC,Occupied,,Wood,1,5.17,74,666,0,,,RACHELW,20200619232634,TOML,20220224175718,Unspecified,,,UBC,B2,,-123.249481,49.256307
VBL10432,Plant Science Garage,PLS2,Complete,19630101,Academic,,UBC,Academic,UBC,Occupied,,Wood,2,6.8356,317,667,0,,,RACHELW,20200619232634,TOML,20220224175718,Unspecified,,,UBC,B2,,-123.249256,49.25644
VBL10205,The Pemberley,PEMB,Complete,19970725,Housing,,UNA,Hampton,Private,Occupied,,Wood,6,18.67364,5733,509,0,,new GBA taken from spreadsheet,,,TOML,20220224175718,AptLess5Storey,,,,B5,,-123.232193,49.258013
VBL10020,FERIC,FERC,Complete,19900101,Administrative,,Non-UBC,Academic,Non-UBC,Occupied,,Concrete,3,12.36,1936,373,0,,,,,TOML,20220224175718,Unspecified,,,,B3,LeasedFromUBC,-123.244537,49.257752
VBL10208,Carey Hall,CRYH,Complete,19600101,Other,,Non-UBC,Chancellor,Non-UBC,Occupied,,Concrete,1,4.31121,907,804;806,0,,new GBA taken from spreadsheet,GISSTUD2,20190514225613,TOML,20220224175718,Unspecified,,,,B3,LeasedFromUBC,-123.248532,49.271737
VBL10294,AYO Smart Home,AYOH,Complete,20160107,Other,,Non-UBC,Academic,Non-UBC,Temporary,,Wood,2,4.78198,160,538,0,,,,,TOML,20220224175718,Outbuildings,,,,B3,LeasedFromUBC,-123.243407,49.263038
VBL10439,Acadia Park Residence - Montgomery Place,APR2,Complete,19880101,StudentHousing,,UBC,Academic,SHHS,Occupied,,Wood,3,11.05112,1070,009-15;009-16;009-17;009-20;009-21;009-22;009-23;009-24;009-25;009-26,0,,GBA from OSIS,RACHELW,20200716183842,TOML,20220224175718,Duplex/Townhouse,,,UBC,B5,,-123.238725,49.264815
VBL10115,St. James House,STJA,Complete,19940405,Housing,,UNA,Hampton,Private,Occupied,,Wood,5,18.65,12386,503,0,,new GBA taken from spreadsheet,,,TOML,20220224175718,AptLess5Storey,,,,B5,,-123.237199,49.25822
VBL10258,Acadia Park Residence - Melfa Lane,APR1,Complete,19890101,StudentHousing,,UBC,Academic,SHHS,Occupied,,Wood,3,10.8307,1785,009-01;009-02;009-03;009-04;009-01;010-01;010-02;010-03;010-04;010-05,0,,GBA from OSIS,RACHELW,20200716183842,TOML,20220224175718,Duplex/Townhouse,,,UBC,B5,,-123.2371,49.264247
VBL10059,TRIUMF - Shipping / Workshop,TRF28,Complete,19830101,Research,,Non-UBC,Academic,Non-UBC,Occupied,,Concrete,1,6.88849,984,850,0,,,GISSTUD2,20190514184524,TOML,20220224175718,Unspecified,,,,B3,LeasedFromUBC,-123.230068,49.246246
VBL10056,TRIUMF - Trailer Q,TRF25,Complete,20030101,Research,,Non-UBC,Academic,Non-UBC,Occupied,,OtherMixed,1,3.22337,30,843-2,0,,,GISSTUD2,20190514184315,TOML,20220224175718,Outbuildings,,,,B3,LeasedFromUBC,-123.23062,49.24682
VBL10050,TRIUMF - Trailer LL,TRF22,Complete,20030101,Research,,Non-UBC,Academic,Non-UBC,Occupied,,OtherMixed,1,3.94581,58,843-6,0,,,GISSTUD2,20190514184021,TOML,20220224175718,Outbuildings,,,,B3,LeasedFromUBC,-123.230972,49.246893
VBL10049,TRIUMF - Trailer HH & FF,TRF21,Complete,20030101,Research,,Non-UBC,Academic,Non-UBC,Occupied,,OtherMixed,1,4.37,608,854-1,0,,,GISSTUD2,20190514183922,TOML,20220224175718,Outbuildings,,,,B3,LeasedFromUBC,-123.230643,49.248316
VBL10038,TRIUMF - Trailer A,TRF18,Complete,20030101,Research,,Non-UBC,Academic,Non-UBC,Occupied,,OtherMixed,1,3.98448,145,842-7,0,,,GISSTUD2,20190514182927,TOML,20220224175718,Outbuildings,,,,B3,LeasedFromUBC,-123.230325,49.246586
VBL10361,Hillel House - Diamond Foundation Centre for Jewish Campus Life,HILL,Complete,20100101,Other,,Non-UBC,Academic,Non-UBC,Occupied,,Concrete,4,14.89,1237,445,0,,,,,TOML,20220224175718,Unspecified,,,,B3,LeasedFromUBC,-123.251324,49.268604
VBL10219,Crescent West,CRSW,Complete,20090501,Housing,,UNA,Wesbrook,Private,Occupied,,Wood,4,14.05,5466,605;605-1;605-2;605-3;605-4;605-5;605-6;605-7,0,,new GBA taken from spreadsheet,,,TOML,20220224175718,Duplex/Townhouse,,,,B5,,-123.232799,49.253131
VBL10220,Westchester,WSTR,Complete,20040713,Housing,,UNA,Hawthorn,Private,Occupied,,Wood,4,13.57477,5969,616;616-1;616-2;616-3;616-4;616-5;616-6;616-7,0,,new GBA taken from spreadsheet,,,TOML,20220224175718,Duplex/Townhouse,,,,B5,,-123.249109,49.257373
VBL10224,Gardenia House,GARD,Complete,20050603,Housing,,UNA,Hawthorn,UBCPT,Occupied,,Wood,5,19.795,5412,617,0,,new GBA taken from spreadsheet,,,TOML,20220224175718,AptLess5Storey,,,,B5,,-123.248967,49.25873
VBL10225,Journey,JOUR,Complete,20041028,Housing,,UNA,Hawthorn,Private,Occupied,,Wood,5,16.33,8823,619,0,,new GBA taken from spreadsheet,,,TOML,20220224175718,AptLess5Storey,,,,B5,,-123.247481,49.258036
VBL10226,Logan Lane,LOGN,Complete,20050810,Housing,,UNA,Hawthorn,Private,Occupied,,Wood,4,13.43,9688,620;620-1;620-2;620-3;620-4;620-5,0,,new GBA taken from spreadsheet,,,TOML,20220224175718,Duplex/Townhouse,,,,B5,,-123.245728,49.258901
VBL10392,Reconciliation Chapel,CHPL,Complete,19630101,Other,,Non-UBC,Chancellor,Non-UBC,Occupied,,Concrete,2,14.66,711,802,0,,,,,TOML,20220224175718,Unspecified,,,,B5,LeasedFromUBC,-123.252272,49.271559
VBL10118,St. Mark's College,STMK,Complete,19580101,Other,,Non-UBC,Chancellor,Non-UBC,Occupied,,Concrete,3,11.05,1487,828;829,1,,new GBA taken from spreadsheet,,,TOML,20220224175718,Unspecified,,,,B3,LeasedFromUBC,-123.249169,49.272277
VBL10021,FPInnovations,FPIN,Complete,19900101,Research,,Non-UBC,Academic,Non-UBC,Occupied,,Concrete,2,13.34482,9527,372,0,,,RACHELW,20190215175315,TOML,20220224175718,Unspecified,,,,B3,LeasedFromUBC,-123.244468,49.256786
VBL10167,Yu,YU,Complete,20120921,Housing,,UNA,Wesbrook,Private,Occupied,REAP Gold,OtherMixed,7,20.22811,16095,695,0,,new GBA taken from spreadsheet,,,RACHELW,20230110181326,Apt5StoreyPlus,,,,B5,,-123.23605,49.25356
VBL10354,UBC Exchange,TRAN,Complete,20170726,Operations,,Non-UBC,Academic,TransLink,Occupied,LEED Gold,Concrete,1,6.09946,19020,772,0,,,GISSTUD2,20190524190925,RACHELW,20230110181327,Parking,,,,B3,LeasedFromUBC,-123.247429,49.267759
VBL10213,Mundell House,MUNH,Complete,20200716,Housing,,UNA,Wesbrook,UBCPT,Unoccupied,REAP Gold,Wood,6,22.05,11378,698,0,,Wesbrook Place Lot 4,GISSTUD2,20190515161558,RACHELW,20230110181322,Apt5StoreyPlus,,,,B5,,-123.236053,49.252946
VBL10109,Indian Residential School History and Dialogue Centre (IRSHDC),IRSC,Complete,20170621,Academic,,UBC,Academic,UBC,Occupied,,Concrete,2,8.58,606,514,0,,,PLAN,20170914214805,RACHELW,20230110181323,Unspecified,,,UBC,B1,,-123.253741,49.266994
VBL10168,Wesbrook Community Centre,WCOM,Complete,20150910,Other,Services,UNA,Wesbrook,UNA,Occupied,LEED Gold,Concrete,2,11.94333,2913,697,0,,,,,RACHELW,20230110181324,Unspecified,,,,B2,,-123.237712,49.254008
VBL10091,National Soccer Development Centre,NSDC,Complete,20170602,Athletics,,UBC,Academic,Athletics,Occupied,LEED Gold,Concrete,3,12.31777,3510,435,0,,,,,RACHELW,20230110181317,Unspecified,Good,,UBC,B2,,-123.239979,49.257149
VBL10092,Chan Gunn Pavilion,GUNN,Complete,20171027,Academic,Athletics,UBC,Academic,UBC,Occupied,LEED Gold,Concrete,2,9.21,1810,438,0,,,PLAN,20171102230832,RACHELW,20230110181324,Unspecified,,,UBC,B2,,-123.241655,49.260939
VBL10379,Nobel House,NOBL,Complete,20141028,Housing,,UNA,Wesbrook,UBCPT,Occupied,REAP Gold,Wood,8,20.37432,9965,717,0,,new GBA taken from spreadsheet,,,RACHELW,20230110181325,Apt5StoreyPlus,,,,B5,,-123.233205,49.25084
VBL10069,Bioenergy Research and Demonstration Facility,BRDF,Complete,20120614,Operations,,UBC,Academic,UBC,Occupied,LEED Gold,Wood,2,12.55549,1950,019,0,,,,,RACHELW,20230110181214,Unspecified,Good,,UBC,B2,,-123.254521,49.260296
VBL10165,The Mews,MEWS,Complete,20110131,Housing,Commercial,UNA,Wesbrook,UBCPT,Occupied,REAP Gold,Concrete,6,18.24,7767,689,0,,new GBA taken from spreadsheet,,,RACHELW,20230110181215,Apt5StoreyPlus,,,,B5,,-123.235711,49.254541
VBL10232,Focal,FOCL,Complete,20200417,Housing,Commercial,UNA,UBlvd,UBCPT,Unoccupied,REAP Gold,Concrete,6,25.1538,7049,216,0,,UBlvd Site D,GISSTUD2,20190524191045,RACHELW,20230110181333,Unspecified,,,,B5,LeasedFromUBC,-123.248432,49.266181
VBL10314,Axis,AXIS,Complete,20130101,Housing,,UNA,Chancellor,Private,Occupied,REAP Gold,Concrete,16,42.22,15941,819,0,,new GBA taken from spreadsheet,,,RACHELW,20230110181327,Apt5StoreyPlus,,,,B5,,-123.252233,49.270001
VBL10321,Pine House,PINE,Complete,20180418,Housing,,UNA,Wesbrook,UBCPT,Occupied,LEED Gold,Wood,7,21.07,7997,715,0,,,RACHELW,20180524222111,RACHELW,20230110181328,Apt5StoreyPlus,,,,B5,,-123.234274,49.251443
VBL10322,Cypress House,CYPR,Complete,20180418,Housing,,UNA,Wesbrook,UBCPT,Occupied,LEED Gold,Wood,7,20.898,7319,714,0,,,RACHELW,20180528180304,RACHELW,20230110181329,Apt5StoreyPlus,,,,B5,,-123.23469,49.25194
VBL10372,Child Care Services - Saw-Whet,MCC1,Complete,20191129,Services,,UBC,Academic,SHHS,Occupied,,OtherMixed,1,4.29,312,211,0,,,GISSTUD2,20190524184347,RACHELW,20230110181330,Unspecified,,,UBC,B2,,-123.236502,49.260393
VBL10256,Robert H. Lee Alumni Centre,ALUM,Complete,20150422,Services,,UBC,Academic,Alumni,Occupied,LEED Gold,Concrete,4,16.3,3885,797,0,,,,,RACHELW,20230110181332,Unspecified,,,,B1,,-123.249909,49.265946
VBL10448,Food and Beverage Innovation Centre,FBIC,PreConstruction,,Services,,UBC,Academic,SHHS,Unoccupied,,Wood,2,7.5,743,466,0,,,RACHELW,20220722015555,RACHELW,20230110173645,Unspecified,,,,B5,,-123.248219,49.263884
VBL10088,Marine Drive Residence - 3 Commonsblock,MAR3,Complete,20090706,Services,StudentHousing,UBC,Academic,SHHS,Occupied,,Wood,2,6.24436,1300,377-3,0,,,GISSTUD2,20190514211238,RACHELW,20230110211330,Unspecified,Good,,UBC,B2,,-123.256859,49.26141
VBL10217,Marine Drive Residence - 4,MAR4,Complete,20080101,StudentHousing,,UBC,Academic,SHHS,Occupied,,Concrete,19,48.84,13760,377-4,1,,,GISSTUD2,20190514211047,RACHELW,20230110211335,Apt5StoreyPlus,Good,,UBC,B5,,-123.255361,49.261563
